target	rt.m	rt.sd	rt.n	zrt.m	zrt.sd	zrt.n	acy	acy.n	nbphon	puPhon	pld20	accd	fb	ff	ft
levaient	1026.4083	182.92487	36	-0.2026689266	1.2632271	36	0.8409091	44	4	4	2.7	444	5.88000003	0.2	6.08
levant	985.8091	213.34949	45	-0.683558706	1.0400801	45	0.9183673	49	4	4	2.5	483	36.95999967	2.3	39.26
levier	1037.3982	233.76995	50	-0.3107265954	1.032724	50	1	50	5	5	2.85	549	3.44999999	3.24	6.69
levions	1050.4021	154.63675	34	-0.0681004948	0.8800218	34	0.7142857	49	5	5	3.95	468	1.07999998	0.03	1.11
levons	992.1339	174.2267	44	-0.6013517356	0.8471269	44	0.9777778	45	4	4	3.4	375	1.49000002	2.52	4.01
liège	1040.7034	190.88378	48	-0.2471686884	0.8687194	48	0.9795918	49	4	4	1.75	624	3.58000002	0.46	4.04
lièvre	1025.6518	142.26534	49	-0.1842076735	0.7899095	49	0.98	50	5	4	1.8	634	4.72999997	3.36	8.09
liait	1081.1763	140.87352	35	-0.0088816144	0.935533	35	0.7446809	47	3	3	1.3	346	3.72000001	0.71	4.43
liane	1065.8134	202.0947	46	-0.0516373029	1.0848368	46	0.94	50	4	4	1.8	542	1.07999998	0.34	1.42
liasse	959.7366	119.22034	44	-0.6456261136	0.717032	44	0.9361702	47	4	4	1.7	550	7.36000005	0.65	8.01
libère	1086.9364	179.64978	45	0.1152040566	0.8949877	45	0.9574468	47	5	4	1.65	600	4.52999998	11.66	16.19
libéra	1079.0063	166.74504	46	0.1367996346	0.9322444	46	1	47	6	6	2.05	620	2.09	0.14	2.23
libérait	1087.7416	167.16205	49	0.1508738421	0.9935721	49	0.98	50	6	6	2.1	600	2.22999998	0.23	2.46
libéral	1095.4712	164.7173	43	0.1433526806	0.6203603	43	0.9361702	47	7	7	2.3	722	3.91999997	1.57	5.49
libérant	1071.1362	160.76878	44	0.1323089917	0.8866571	44	1	45	6	6	2.15	609	2.15999998	0.23	2.39
libérer	982.4915	130.2481	47	-0.5668938077	0.661084	47	1	47	6	6	1.85	583	14.53000015	26.16	40.69
libérera	1078.9481	108.4916	46	0.1892744161	0.6236667	46	1	46	8	8	4.15	716	0.27	1.48	1.75
libérons	1019.6787	178.26643	47	-0.3435079557	0.861635	47	1	48	6	6	2.8	565	0.14	0.34	0.48
libanais	962.389	119.73321	44	-0.6328203708	0.7808088	44	0.9777778	45	6	6	2.75	548	3.91999997	1.23	5.15
libellule	1054.1448	165.07404	49	-0.1003052124	0.9017054	49	1	49	7	4	3.3	760	2.15999998	1.07	3.23
liberté	993.7908	185.37892	49	-0.4747345127	0.7051849	49	1	49	7	7	2.6	653	93.30999895	76.28	169.59
libertin	1169.4669	157.97619	45	0.803534205	0.9685708	45	1	46	7	7	2.7	672	2.43	1.46	3.89
libido	1026.7421	96.39815	46	-0.0570070873	0.5633545	46	1	46	6	6	2.6	571	1.21999998	1.79	3.01
libraire	1114.5141	196.85472	47	0.241782613	0.9717907	47	0.94	50	6	5	2	736	4.25999995	1.67	5.93
librairie	1070.6864	131.73373	43	0.1860275464	0.8211152	43	0.9148936	47	7	7	2.85	624	8.23999997	5.02	13.26
libre	1028.294	146.79668	46	-0.2885834472	0.6418034	46	1	46	4	4	1.65	640	130.1400002	110.36	240.5
librement	992.5352	113.54414	49	-0.4461587158	0.5286646	49	1	49	7	6	3.4	595	12.84	6.8	19.64
licence	1346.6822	195.67124	41	1.6613881325	1.0089425	41	0.877551	49	5	5	2	808	7.03000009	7.37	14.4
licencié	1130.0662	132.14897	45	0.5872750401	0.6970632	45	1	45	7	7	2.5	767	1.01000001	3.43	4.44
lichée	1058.5012	254.43	32	-0.1467995822	1.353547	32	0.7111111	45	4	3	1.2	487	0.14	0	0.14
licorne	1072.0436	166.51622	46	0.1045089915	0.7794667	46	1	47	6	4	2.1	747	1.28000002	1.41	2.69
lien	923.0621	136.75586	48	-1.003657983	0.5953977	48	0.96	50	3	3	1.4	380	18.17999987	23.47	41.65
lierre	1035.8198	136.75112	43	-0.1092203847	0.9126306	43	0.8958333	48	4	4	1.3	605	6.08000004	0.42	6.5
liesse	1031.9753	152.29388	30	-0.1312823862	0.8437728	30	0.6818182	44	4	4	1.7	565	2.15999998	1.39	3.55
lieu	886.6448	134.19616	46	-1.1291758542	0.7597544	46	0.9791667	48	3	3	1.45	367	213.38000169	153.12	366.5
lieudit	1126.8874	167.54556	32	0.2528681856	0.8297544	32	0.7954545	44	5	4	2.7	516	0.07000001	0	0.07
light	1170.6633	184.99662	36	0.7915654133	1.152543	36	0.826087	46	4	4	1.95	589	0.27	3.76	4.03
lignée	961.5948	168.74892	37	-0.6255145418	0.9458576	37	0.8085106	47	4	4	1.35	458	4.79999995	4.68	9.48
ligne	1013.3652	115.78932	47	-0.331530316	0.7237372	47	0.9791667	48	3	3	1	632	101.01000057	69.42	170.43
ligoté	920.7232	91.88802	45	-0.9773338699	0.5733358	45	0.9787234	47	6	6	1.9	535	2.3	1.2	3.5
ligotage	1183.1512	223.88217	36	0.8071970101	1.1196764	36	0.8478261	46	7	7	2.6	953	0.20000001	0.01	0.21
liguèrent	1077.394	169.16122	34	0.0671724629	0.9001646	34	0.7954545	44	5	5	1.8	626	0.07000001	0	0.07
liguait	1000.8649	135.36568	33	-0.4081950759	0.8551646	33	0.7857143	42	4	4	1.8	404	0.27	0.01	0.28
ligue	1031.0233	168.93428	35	-0.2822711137	0.8308582	35	0.7954545	44	3	3	1	440	1.61999999	2.9	4.52
lilas	1007.9713	167.54272	41	-0.4425362188	0.9788674	41	0.9111111	45	4	4	1.9	506	7.23000009	2.44	9.67
limé	935.2513	159.19659	46	-0.8536813041	0.7440499	46	1	46	4	4	1.35	445	0.54	0.16	0.7
limace	1045.836	133.05498	47	-0.1015499146	0.7431727	47	1	47	5	5	1.85	700	4.05000002	2.89	6.94
limant	1045.4469	204.52236	33	-0.2029937122	0.9955879	33	0.7173913	46	4	4	1.55	406	0.14	0	0.14
limbes	1057.864	156.62997	40	-0.017257809	0.9430755	40	0.8695652	46	3	3	1.6	453	3.10999998	0.81	3.92
lime	1097.0263	185.49666	38	0.0076807481	0.8399834	38	0.8666667	45	3	3	1	576	3.59000005	1.85	5.44
limier	1105.0851	232.44115	33	0.1462393726	1.2178737	33	0.7826087	46	5	5	1.85	485	0.54	0.77	1.31
limitait	1043.8448	128.28388	50	-0.1049115023	0.6556326	50	1	50	6	6	2.45	665	2.36000002	0.13	2.49
limitant	1023.0462	149.7605	44	-0.2572005994	0.6567184	44	0.9361702	47	6	6	2.1	620	1.28000002	0.09	1.37
limite	982.0116	142.65533	49	-0.4889432722	0.8466386	49	1	49	5	5	1.8	658	25.33999996	16.26	41.6
limiter	975.0133	113.50651	46	-0.4973523158	0.6224562	46	1	47	6	6	1.85	595	4.45999997	2.62	7.08
limon	989.5148	174.53794	32	-0.4900732537	0.902228	32	0.7173913	46	4	4	2.05	435	2.97000003	0.53	3.5
limonade	1069.1809	150.63792	43	0.0555656811	0.7102167	43	0.9772727	44	7	7	2.7	854	5.67999996	6.06	11.74
limousine	1142.037	123.13811	44	0.5538778596	0.6983859	44	1	45	7	6	3.25	931	3.91999997	5.29	9.21
limpide	947.3614	157.46717	50	-0.7252261949	0.9953556	50	1	50	5	5	2.1	590	9.86000012	2.32	12.18
limpidité	1117.0316	202.99299	42	0.3240038489	0.9156106	42	0.9361702	47	8	6	2.7	774	1.61999999	0.01	1.63
lin	1059.6982	193.0293	41	-0.0975941216	0.865435	41	0.893617	47	2	2	1	414	6.01000003	1.76	7.77
linceul	1158.8192	161.82758	30	0.4972712323	0.886244	30	0.6666667	48	5	3	2.65	693	2.3	1.94	4.24
linge	966.4328	121.75654	45	-0.7010089206	0.6865882	45	0.9782609	46	3	3	1.45	378	44.52999997	16.75	61.28
lingerie	971.1736	129.7332	39	-0.6048076415	0.7143133	39	1	40	5	4	3.15	598	4.72999997	4.11	8.84
lingot	953.1521	195.91586	40	-0.7611160911	0.8946475	40	0.9302326	43	4	4	1.7	468	1.15	0.47	1.62
lino	945.24	138.19427	38	-0.7283361533	0.9573678	38	0.8444444	45	4	4	1.45	412	1.55	0.38	1.93
lion	951.6861	166.59004	45	-0.7572663791	0.9735436	45	0.9583333	48	3	3	1.95	371	20.13999986	14.58	34.72
lionne	969.3415	162.56542	45	-0.5939916629	0.90975	45	0.9375	48	4	4	1.95	541	2.43	0.79	3.22
lipide	1014.3686	149.09929	48	-0.2581601006	0.8953631	48	1	48	5	4	1.85	581	0.07000001	0.01	0.08
liqueur	1082.697	169.7416	41	0.1141942968	0.9762672	41	0.9111111	45	5	4	1.65	750	2.36000002	3.46	5.82
liquide	1010.7843	156.20466	46	-0.4057787997	0.6527147	46	1	47	5	5	1.85	638	30.75000003	26.49	57.24
liquider	1106.4115	151.05876	48	0.3022990484	0.692957	48	1	49	6	6	2.5	659	4.92999995	3.78	8.71
lira	958.1391	196.47509	42	-0.7689317057	1.1792645	42	0.9333333	45	4	4	1.7	431	1.82000001	1.88	3.7
lirai	928.0722	174.85065	44	-0.9361272147	0.8479369	44	0.9565217	46	4	4	1.75	402	1.28000002	3.36	4.64
lirait	985.0806	151.0663	43	-0.6042612743	0.9779896	43	0.9347826	46	4	4	1.75	481	3.31	0.3	3.61
lire	988.1326	104.69307	47	-0.4875692079	0.6659722	47	1	47	3	3	1	602	112.42999946	99.48	211.91
lis	908.9366	160.149	49	-1.0778497878	0.8779894	49	0.98	50	3	3	1	349	20.07000021	48.92	68.99
lisaient	999.5561	176.02098	41	-0.3444222841	0.9806548	41	0.8723404	47	4	4	1.9	494	4.72999997	0.22	4.95
lisant	1095.6038	135.87874	38	0.1558889852	0.8881646	38	0.8636364	44	4	4	1.65	499	13.9899999	3.01	17
lise	1058.1361	192.21604	41	-0.0004430028	1.1568931	41	0.8367347	49	3	3	1	510	2.15999998	3.4	5.56
liseré	1081.6306	160.38974	42	0.1868870491	1.0802869	42	0.9166667	48	5	6	3.1	632	0.80999998	0.02	0.83
liseron	1123.7475	159.18017	32	0.5703021132	0.9352028	32	0.7619048	42	5	6	4.1	602	0.61000001	0.01	0.62
lisez	1053.7403	191.96345	39	-0.1881926114	1.0113111	39	0.8695652	46	4	4	1	520	4.99999999	16.78	21.78
lisière	1043.4688	116.002	49	-0.0026307984	0.7290543	49	1	49	6	5	1.85	776	16.49000002	0.67	17.16
lisible	1043.1152	144.5203	47	-0.0694962732	0.7767566	47	0.9791667	48	6	6	2.1	687	2.49999996	0.4	2.9
lisiez	1136.7778	171.88183	33	0.3932529471	1.0252809	33	0.7826087	46	5	5	1.9	590	0.94999999	0.96	1.91
lisions	1109.9927	187.07358	31	0.2099051161	0.8678312	31	0.7111111	45	5	5	2.75	511	1.55	0.27	1.82
lissa	1043.2137	139.7748	44	-0.1468137393	0.7188978	44	0.9375	48	4	4	1.65	511	1.15	0.02	1.17
lissèrent	1139.6822	153.82206	38	0.5363380356	0.8145549	38	0.826087	46	5	4	1.8	710	0.07000001	0	0.07
lissait	1018.0534	253.21048	45	-0.4597058631	1.244588	45	0.9574468	47	4	4	1.7	479	1.42000002	0	1.42
lissant	1084.9792	167.49519	43	0.0705268959	0.9161895	43	0.9361702	47	4	3	1.55	525	1.95999999	0	1.96
lisse	1041.5101	143.10702	38	-0.2104835195	0.9222691	38	0.8863636	44	3	3	1	560	27.90999989	3.2	31.11
lisser	961.2477	162.69304	50	-0.6851910268	1.0043214	50	1	50	4	4	1.05	468	1.49000002	0.34	1.83
liste	1142.9473	196.53043	48	0.5012973548	1.046466	48	1	48	4	4	1.35	678	18.91999981	69.07	87.99
listing	1215.4569	152.82516	46	1.1431440542	0.8910353	46	1	47	6	5	1.95	867	0	0.23	0.23
litanie	1028.8578	155.43261	30	-0.1630240546	0.7001422	30	0.6666667	45	6	5	2.55	563	4.52999998	0.56	5.09
literie	1046.099	138.80878	39	-0.1632963418	0.781252	39	0.8125	48	5	4	2.75	471	1.95999999	0.28	2.24
lithium	1215.7541	154.13037	41	0.8257527338	0.7418942	41	0.8913043	46	6	5	2.45	681	0.14	0.94	1.08
litière	1034.0884	172.35505	45	-0.2059637347	0.9692624	45	0.9782609	46	6	5	1.95	672	5.67999996	0.81	6.49
litre	1028.1402	124.96633	46	-0.1476469427	0.8474759	46	0.92	50	4	4	1.2	536	10.19999993	2.75	12.95
littoral	1091.5875	181.07515	41	0.2386955939	0.9901655	41	0.8958333	48	7	5	2.65	668	3.31	0.36	3.67
lituanien	1160.9283	147.13294	44	0.7533397215	0.8521164	44	0.9565217	46	8	8	3.6	712	0.27	0.44	0.71
liturgie	1164.5793	185.51945	38	0.5214600192	0.7273663	38	0.8695652	46	7	7	2.75	695	2.09	0.03	2.12
livide	1131.712	110.54686	40	0.5416107939	0.6728347	40	0.9111111	45	5	5	1.85	683	8.77999989	0.62	9.4
livra	1001.8673	195.75179	46	-0.4759476358	1.0020863	46	1	46	5	5	1.8	542	2.49999996	0.14	2.64
livraient	1062.0329	198.48612	44	-0.1504368362	0.8398258	44	0.9777778	45	5	5	1.8	543	4.19000003	0.44	4.63
livraison	1080.6946	138.5183	45	0.0505341144	0.5697184	45	1	46	7	6	3.75	721	5.46999999	10.69	16.16
livrant	974.0195	134.19575	46	-0.4631647376	0.8151179	46	0.9591837	49	5	5	1.85	530	3.64999997	0.98	4.63
livre	1066.1853	121.4815	43	0.0204639858	0.7176979	43	0.9772727	44	4	4	1.5	718	161.14999888	121.81	282.96
livrer	930.2215	162.14647	43	-0.930785766	0.8485015	43	1	43	5	5	1.8	470	25.19999992	21.42	46.62
livrera	1051.5325	118.49926	48	-0.0307050436	0.7197357	48	0.96	50	7	7	3.9	579	0.34000001	0.97	1.31
livrerai	1108.9392	218.75773	39	0.1210672271	0.9598369	39	0.8666667	45	7	7	3.85	583	0.40999999	0.62	1.03
livreur	1060.7136	224.6649	46	-0.1134424067	1.0276281	46	1	47	6	5	2	738	2.91000002	3.81	6.72
livreuse	1100.8472	183.2462	44	0.3923970151	0.9896322	44	0.9787234	47	6	6	2.75	775	0	0.08	0.08
lobe	975.9927	107.65838	43	-0.5655825069	0.6644765	43	0.9347826	46	3	2	1.05	413	1.34999999	2.84	4.19
lobotomie	1136.1239	156.6629	48	0.505570227	0.7715831	48	1	49	8	8	3.4	747	0.14	0.83	0.97
local	1116.387	164.00705	42	0.3252485679	0.9937721	42	0.9555556	45	5	5	1.8	696	14.39999997	9.6	24
localise	1112.0314	150.9616	46	0.3522977557	0.8576549	46	0.9591837	49	7	7	2.55	784	0.14	0.76	0.9
localiser	1074.4663	175.78029	46	0.0333827635	0.7395787	46	0.9787234	47	8	8	2.45	751	1.75999999	7.41	9.17
locataire	1012.7373	163.85565	49	-0.3940754832	0.7287855	49	1	50	7	6	2.7	871	6.22000004	3.29	9.51
location	1017.3784	143.95851	44	-0.276802974	0.7527002	44	1	45	7	6	2.75	640	4.99999999	5.29	10.29
locutions	1063.3398	219.8382	43	-0.0758197994	1.1238884	43	0.9565217	46	7	6	3.1	636	0.61000001	0.01	0.62
loge	902.7885	110.17653	42	-1.0778251573	0.6685246	42	0.9767442	43	3	2	1.25	422	21.29000008	15.78	37.07
logeaient	1081.5449	152.4577	33	0.0959677497	0.9583118	33	0.7234043	47	4	4	1.85	526	1.69	0.06	1.75
logement	1024.0447	112.38974	47	-0.2959772625	0.663669	47	0.9795918	49	5	5	2.9	586	11.07999988	8.37	19.45
loger	1058.6138	229.29796	46	-0.2795553731	0.9771607	46	1	46	4	4	1.45	528	7.23000009	5.84	13.07
logiciel	1158.0771	154.1245	48	0.565145012	0.8377832	48	0.9795918	49	8	8	3.5	906	0.14	2.51	2.65
logique	1057.5763	140.69782	47	-0.0841245876	0.7191204	47	1	47	5	5	1.9	685	23.99000022	20.39	44.38
logis	1194.6112	257.17377	34	0.7886170205	1.3047224	34	0.8043478	46	4	2	1.8	522	12.84	2.7	15.54
logo	987.5844	183.79581	40	-0.5460204312	0.9191746	40	0.9756098	41	4	4	1.65	522	0	1.65	1.65
loi	901.395	158.6872	44	-1.131438983	0.9191785	44	0.9777778	45	3	3	1	322	44.45999985	87.37	131.83
loin	855.2177	78.8635	42	-1.3424722629	0.5824572	42	0.9545455	44	3	3	1.4	309	452.36000038	248.34	700.7
lointaine	1133.6561	166.26344	41	0.5167408712	0.7555295	41	0.9555556	45	6	6	2.85	776	32.50000023	2.89	35.39
loisir	1184.6477	217.68997	37	0.8225277268	1.1925679	37	0.7708333	48	6	6	2.4	703	13.24000002	2.41	15.65
lombaires	1130.6488	169.69831	42	0.5749156677	0.8249947	42	0.9555556	45	5	2	2.75	737	0.14	0.3	0.44
lombric	1238.8833	110.25755	33	1.5380424718	0.9455442	33	0.7391304	46	6	2	3.15	765	0.40999999	0.08	0.49
long	926.8098	115.97371	47	-0.842253928	0.7228897	47	0.96	50	2	2	1.9	453	324.31999728	101.06	425.38
longèrent	1072.0364	157.24968	47	0.1636247824	0.9171081	47	0.9591837	49	5	2	2.85	797	1.55	0	1.55
longévité	1231.332	168.14656	45	1.0944586237	0.9288092	45	1	48	8	2	4.45	935	0.88	0.71	1.59
longe	1041.6463	206.85502	38	-0.0376386734	1.2164763	38	0.8444444	45	3	2	1.95	405	7.23000009	0.63	7.86
longea	1032.7752	162.9458	47	-0.1335313626	0.8459092	47	0.9591837	49	4	2	2.9	578	3.64999997	0.01	3.66
longeait	1117.0132	177.052	42	0.2642333649	0.8054029	42	0.9583333	48	4	4	2.85	648	6.75999998	0.03	6.79
longeant	1128.9646	228.88285	39	0.3151497654	0.9731585	39	0.9130435	46	4	2	2.75	626	5.67999996	0.4	6.08
longer	1009.3468	118.26884	44	-0.3467086829	0.6714465	44	0.9777778	45	4	4	2.2	604	2.57000003	0.61	3.18
longeront	1179.7707	215.87241	34	0.8663569237	1.1880491	34	0.745098	51	5	2	5.55	641	0.20000001	0.01	0.21
longitude	1226.7998	136.04438	44	1.1169917986	0.932721	44	0.9787234	47	7	7	3.7	962	0.40999999	0.46	0.87
longtemps	1043.3993	180.22189	46	-0.2134944545	1.0299129	46	0.9583333	48	4	2	2.75	548	335.5399997	290.36	625.9
longue	957.1998	175.8301	45	-0.782981947	0.8069336	45	1	45	3	3	2.2	511	152.29999829	58.41	210.71
longueur	1066.2873	193.5239	48	-0.0779439646	0.9185349	48	1	48	5	4	2.75	786	26.82000028	8.36	35.18
loquace	1126.1487	197.93969	40	0.6162163429	1.0374089	40	0.8723404	47	5	5	1.85	747	2.03000001	0.58	2.61
loque	996.5308	162.38287	44	-0.4120029618	0.9846776	44	0.9777778	45	3	3	1	530	3.24000003	1.72	4.96
lorgnait	1102.6984	192.23732	40	0.1473379867	1.0239272	40	0.8571429	49	5	5	2	509	1.69	0.13	1.82
lorgnant	1105.1373	156.11513	33	0.3104503	0.832844	33	0.804878	41	5	5	1.9	636	1.15	0.01	1.16
lorgnon	1078.1136	233.54837	38	0.0302357044	1.2684976	38	0.7755102	49	5	5	2.8	531	2.83999996	0.02	2.86
lors	1113.4808	258.85986	31	0.1131069198	1.2171379	31	0.7111111	45	3	2	1	461	70.2700002	35.79	106.06
lorsque	1135.575	161.97612	43	0.3967393634	0.7787284	43	0.9347826	46	5	6	3.75	639	207.16000038	49.36	256.52
losange	1049.379	104.16114	45	-0.1130512539	0.6708133	45	0.9574468	47	5	5	2.45	659	1.49000002	0.08	1.57
losanges	1047.2298	179.34115	46	-0.1524980465	0.7754039	46	1	47	5	5	2.45	662	2.43	0.03	2.46
lot	906.0001	223.64401	31	-0.9597563679	1.1877905	31	0.673913	46	2	2	1	224	15.68000014	11.87	27.55
lotion	1080.2568	123.74891	42	-0.0499459665	0.7675928	42	0.9347826	46	5	5	2.7	551	0.54	1.53	2.07
lotir	1127.1387	213.33934	32	0.3222810043	1.1923014	32	0.7272727	44	5	5	1.85	635	0.34000001	0.01	0.35
lotus	981.9775	115.58926	44	-0.491723122	0.8093917	44	0.9777778	45	5	4	1.9	638	1.07999998	0.58	1.66
loua	1005.7992	104.09805	45	-0.3999604212	0.5976058	45	1	47	3	3	1	529	1.07999998	0.17	1.25
louèrent	1008.1932	165.38097	35	-0.4045522673	0.953005	35	0.7954545	44	4	3	1.75	513	0.46999998	0.02	0.49
louable	1028.3811	145.42593	44	-0.2263002804	0.8594053	44	0.9166667	48	5	5	1.95	620	1.42000002	1.04	2.46
louaient	933.607	145.55687	42	-0.9348803659	0.7950717	42	0.9545455	44	3	3	1.4	298	1.15	0.33	1.48
louange	1072.9119	154.47758	47	0.0875915078	0.5528306	47	0.9791667	48	4	4	1.85	766	1.88999998	0.97	2.86
louchai	1058.9818	150.38651	41	0.051850258	0.8235913	41	0.9166667	48	4	4	1.75	591	0.07000001	0	0.07
louchait	1150.5988	142.86334	51	0.5419296793	0.8690263	51	0.9807692	52	4	4	1.75	622	1.07999998	0.2	1.28
louchant	1064.0235	201.28004	40	-0.013387061	0.7434271	40	0.8913043	46	4	4	1.7	570	1.42000002	0.04	1.46
louche	972.7906	88.39038	46	-0.5190578826	0.7504873	46	1	46	3	3	1	576	10.48000005	8.78	19.26
loue	960.299	142.49933	44	-0.7420638735	0.85311	44	0.9782609	46	2	2	1	367	1.69	6.01	7.7
louer	1015.2301	203.98259	44	-0.5162753525	0.7767077	44	0.9565217	46	3	3	1.35	420	7.56999996	15.03	22.6
loueur	1098.806	188.38199	40	0.2306876178	1.2539231	40	0.893617	47	4	3	1.7	700	1.49000002	0.41	1.9
loukoums	1181.998	251.62977	36	0.7850111195	1.284565	36	0.8222222	45	5	4	2.55	729	1.61999999	0.05	1.67
loulou	1129.4023	179.27908	34	0.4384464427	0.8448625	34	0.7608696	46	4	4	1.9	502	18.71999997	1.45	20.17
louons	1173.0779	184.78689	34	0.6355490529	0.9571952	34	0.7	50	3	3	2	388	0.27	1.35	1.62
loupe	1184.5776	181.98454	33	0.8294578822	1.1198144	33	0.7857143	42	3	3	1.05	584	6.74999996	2.39	9.14
loupiote	1230.7295	166.54844	35	1.2152695081	0.8736596	35	0.7826087	46	6	5	2.85	748	0.67999999	0.02	0.7
lourd	927.1871	150.16803	43	-0.8186862573	0.8485065	43	0.9555556	45	3	3	1	415	66.01000032	27	93.01
lourde	1007.7499	198.55683	45	-0.5373475978	0.7548787	45	1	45	4	4	1.7	576	64.58999986	8.79	73.38
lourdeur	985.7794	166.10982	50	-0.5846518963	0.8274199	50	1	50	6	5	2	729	4.86000005	0.19	5.05
loustics	1225.6177	156.41398	33	1.0709202397	0.7866832	33	0.7555556	45	6	3	2.1	783	0.54	0.02	0.56
loutre	1029.2718	172.24393	44	-0.2435439414	0.8822511	44	0.9361702	47	4	4	1.55	449	1.34999999	1.3	2.65
louve	1058.3495	197.37613	41	-0.2100354863	1.1104397	41	0.8723404	47	3	3	1.35	491	3.50999998	1.02	4.53
loyal	1029.3456	122.01311	39	-0.1816705621	0.7912351	39	0.8297872	47	6	6	2.35	696	3.72000001	5.87	9.59
loyauté	1089.9389	223.22142	35	0.2537516382	1.1210314	35	0.8809524	42	7	6	2.5	656	2.97000003	9.36	12.33
loyaux	1120.0662	138.07126	45	0.4539994705	0.7805131	45	0.9375	48	5	5	1.7	558	1.82000001	2.76	4.58
loyer	953.2792	158.27665	46	-0.7737435484	0.8590599	46	1	46	5	5	1.7	511	5.06999998	16.2	21.27
lu	893.6873	144.40727	43	-1.15611658	0.8642732	43	0.9555556	45	2	2	1	284	59.52000009	83.1	142.62
lubie	942.8383	135.19026	41	-0.8752286796	0.8250851	41	0.8913043	46	4	4	1.8	366	1.34999999	1.37	2.72
lubrifiés	1110.8941	143.42077	43	0.2813235969	0.6419958	43	0.9791667	48	8	8	2.85	708	0	0.01	0.01
lubrique	1112.8409	151.35465	33	0.4204311765	0.9674038	33	0.7674419	43	6	6	2.1	699	2.03000001	1.04	3.07
lucarne	1047.1259	183.82062	38	-0.1792748737	0.9176932	38	0.9047619	42	6	4	2.8	680	8.23999997	0.78	9.02
lucide	1051.9124	151.20989	45	-0.1542765826	0.6866358	45	1	47	5	5	1.9	661	10.54000003	2.76	13.3
lucidité	991.0349	141.52147	39	-0.4718796561	0.8681275	39	0.9069767	43	8	6	2.6	710	10.74000008	1.92	12.66
luciole	1025.8172	136.64065	46	-0.1451241464	0.7480591	46	1	46	6	4	2.9	686	0.54	1.01	1.55
lucratif	1161.585	137.46008	45	0.726434753	0.7467804	45	1	46	8	8	2.85	958	0.27	0.88	1.15
ludiques	1047.8968	178.96406	46	-0.2441634862	0.7217944	46	0.9791667	48	5	5	1.9	652	0.07000001	0.01	0.08
lueur	913.2271	168.84015	50	-1.0240009982	0.8487222	50	0.9803922	51	4	3	1.7	574	49.11999973	5.37	54.49
luge	917.3645	177.33811	43	-0.8827914106	0.9590359	43	0.9361702	47	3	3	1.45	426	1.42000002	1.19	2.61
lugubre	1100.0751	139.92328	42	0.2337306604	0.7250833	42	0.893617	47	6	6	2.95	677	7.96999994	3	10.97
lui	986.8335	245.13048	41	-0.7358396433	1.2363066	41	0.8913043	46	3	3	1.4	305	4235.67997451	2314.15	6549.83
luirait	1181.5299	181.22142	40	0.8270981841	0.8486975	40	0.893617	47	5	5	2.25	753	0.07000001	0	0.07
luire	1006.867	190.70695	42	-0.3956096699	1.0706494	42	0.9347826	46	4	4	1.7	474	4.19000003	0.95	5.14
luisaient	972.7956	137.95776	44	-0.6296505683	0.7093233	44	0.9387755	49	5	5	2.35	538	4.99999999	0.03	5.03
luisant	941.3288	85.2863	46	-0.8588869688	0.4360431	46	1	46	5	5	1.85	579	14.87000012	0.7	15.57
luisante	1013.0366	175.1247	41	-0.2920855662	1.02988	41	0.9767442	43	6	6	2.55	730	7.42999991	0.09	7.52
luisent	1089.5933	239.49899	44	0.0754312874	1.0691259	44	0.9	50	4	4	1.8	580	2.49999996	0.06	2.56
lumière	879.8524	109.01214	44	-1.1548291008	0.5742637	44	1	44	6	4	2.55	689	238.64999816	116.02	354.67
lumineuse	1063.5464	164.49468	50	-0.0157778162	0.8907603	50	1	50	7	7	2.85	736	11.42000012	2.21	13.63
lumineux	944.0446	139.05791	48	-0.7408004783	0.822182	48	0.9795918	49	6	6	2.35	612	23.24000025	4.79	28.03
lunaire	1040.7674	236.33526	32	-0.3356774753	0.9982671	32	0.7272727	44	5	5	1.85	562	3.85000002	3.59	7.44
lundi	1030.2528	135.75769	43	-0.212104894	0.6668471	43	0.9347826	46	4	3	1.9	543	23.50999993	36.01	59.52
lune	886.5315	114.48624	47	-1.1061374494	0.671644	47	1	47	3	3	1.4	547	63.23999966	58.29	121.53
lustre	1165.4569	130.08863	38	0.6560611198	0.6785741	38	0.826087	46	5	5	1.85	714	7.44000007	1.1	8.54
luth	891.7395	109.10943	47	-1.1559168262	0.4985454	47	1	48	3	3	1	492	1.28000002	0.17	1.45
lutins	1030.7464	240.23593	42	-0.4364409299	1.0649977	42	0.9347826	46	4	4	1.55	485	0.75000001	1.01	1.76
lutta	980.0799	123.2809	45	-0.531547438	0.8913824	45	0.9	50	4	4	1.75	477	1.42000002	0.05	1.47
luttaient	988.2577	131.04058	46	-0.5249155535	0.7206421	46	0.9583333	48	4	4	1.7	495	2.03000001	0.32	2.35
luttant	1045.3915	183.2771	46	-0.1509535425	1.0465086	46	0.9591837	49	4	4	1.65	484	5.20000001	1.56	6.76
lutter	981.7891	223.95133	45	-0.5801663561	1.2208223	45	0.9574468	47	4	4	1.25	445	20.81000022	10.24	31.05
lutteur	1010.4241	140.61382	39	-0.2890099154	0.7881555	39	0.8723404	47	5	4	1.8	617	1.61999999	0.88	2.5
lutteuse	1070.5466	163.67952	40	0.1998658235	0.9878361	40	0.9111111	45	5	4	2.45	704	0.27	0.14	0.41
